"Tag Code","Mark File Name","Site Name","First Time Value","Last Time Value","First Antenna Group Name","Last Antenna Group Name","Release Date MMDDYYYY","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Release Site Name","Count"
"3D9.1C2D1F8885","CFM09197.PRD","LMR - Lower Methow River at Pateros","8/26/2009 8:23:10 PM","8/28/2009 2:26:13 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/18/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8885","CFM09197.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","3/26/2010 2:15:35 AM","3/26/2010 2:15:35 AM","UPPER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","8/18/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F889D","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/24/2009 5:23:23 PM","9/24/2009 5:23:23 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/10/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F88A0","CFM09197.PRD","ANT - Antoine Creek Instream Array","6/18/2010 7:15:13 PM","6/21/2010 10:44:23 AM","DOWNSTREAM ANTENNA","DOWNSTREAM ANTENNA","8/20/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F88E6","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/14/2009 12:44:31 PM","10/16/2009 11:32:16 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","7/28/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F88FD","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/12/2009 3:58:42 AM","10/14/2009 10:00:55 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/18/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8934","CFM09197.PRD","LMR - Lower Methow River at Pateros","8/30/2009 8:09:18 PM","8/30/2009 8:09:18 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/20/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F898C","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/19/2009 7:31:30 AM","9/19/2009 7:31:30 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F899B","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/9/2009 2:30:03 PM","9/9/2009 2:30:03 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/20/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F89F0","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/24/2009 6:01:34 AM","10/16/2009 7:49:15 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/20/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F89FA","CFM09197.PRD","BVC - Beaver Creek, Methow River","4/20/2010 7:14:01 PM","4/20/2010 7:23:04 PM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","10/15/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F89FA","CFM09197.PRD","LMR - Lower Methow River at Pateros","3/20/2010 10:54:45 PM","4/1/2010 7:49:44 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","10/15/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8A21","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/22/2009 2:22:46 AM","3/5/2010 6:42:40 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8A33","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/19/2009 7:08:49 PM","9/19/2009 7:08:49 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8A59","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/5/2009 8:40:39 PM","9/5/2009 8:40:39 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8A5F","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/16/2009 11:28:15 AM","10/16/2009 11:39:15 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/29/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8AC8","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/14/2009 4:52:24 PM","9/14/2009 4:52:24 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/18/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8B40","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/20/2009 9:15:27 PM","9/20/2009 9:15:27 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8B4B","CFM09197.PRD","LMR - Lower Methow River at Pateros","3/22/2010 12:49:46 AM","3/26/2010 1:24:38 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8B89","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/10/2009 5:53:35 AM","9/10/2009 5:53:35 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","7/30/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8BF7","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/11/2009 6:26:51 AM","9/11/2009 6:26:51 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F8C92","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/10/2009 7:12:04 PM","9/10/2009 7:12:04 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/25/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F90FB","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/18/2009 4:14:12 PM","10/24/2009 9:24:57 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9150","CFM09197.PRD","LMR - Lower Methow River at Pateros","4/3/2010 11:21:19 PM","4/3/2010 11:21:19 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/8/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9251","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/3/2009 11:13:18 AM","10/3/2009 11:13:18 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/18/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9428","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/11/2009 2:10:16 PM","10/16/2009 5:30:50 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/13/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9428","CFM09197.PRD","MRT - Methow River at Twisp","4/7/2010 12:26:54 AM","4/7/2010 12:27:29 AM","DOWNSTREAM ARRAY","UPSTREAM ARRAY","8/13/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9428","CFM09197.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","4/13/2010 11:41:28 PM","4/13/2010 11:42:01 PM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","8/13/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F956F","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/6/2009 2:38:58 PM","10/6/2009 2:38:58 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9595","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/22/2009 6:46:24 AM","10/22/2009 8:21:32 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/10/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F962B","CFM09197.PRD","LMR - Lower Methow River at Pateros","3/7/2010 11:07:43 PM","3/7/2010 11:07:43 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F991E","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/10/2009 3:40:26 PM","9/10/2009 3:40:26 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F995D","CFM09197.PRD","LMR - Lower Methow River at Pateros","4/14/2010 10:01:12 PM","4/14/2010 10:01:12 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F995D","CFM09197.PRD","MRT - Methow River at Twisp","4/18/2010 1:28:19 PM","4/18/2010 1:29:30 PM","DOWNSTREAM ARRAY","UPSTREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F99F1","CFM09197.PRD","GLC - Gold Creek, Methow River","4/30/2010 10:51:32 AM","4/30/2010 10:51:55 AM","UPPER IN-STREAM ARRAY","MIDDLE IN-STREAM ARRAY","7/23/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F99F1","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/14/2009 9:45:52 PM","5/9/2010 10:14:33 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","7/23/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9AE6","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/5/2009 4:35:02 PM","10/5/2009 4:35:02 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/25/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9B32","CFM09197.PRD","LMR - Lower Methow River at Pateros","3/5/2010 3:26:57 AM","3/15/2010 10:25:07 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","10/8/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9B32","CFM09197.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","3/26/2010 3:30:29 AM","4/16/2010 10:27:22 PM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","10/8/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9B57","CFM09197.PRD","GLC - Gold Creek, Methow River","4/23/2010 1:57:50 AM","4/23/2010 1:58:08 AM","UPPER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","10/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9B57","CFM09197.PRD","LMR - Lower Methow River at Pateros","4/11/2010 12:32:25 AM","4/11/2010 12:32:25 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","10/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9B72","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/28/2009 12:04:45 PM","9/28/2009 12:04:45 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/14/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9B72","CFM09197.PRD","MRT - Methow River at Twisp","3/14/2010 9:07:07 PM","3/14/2010 9:07:38 PM","DOWNSTREAM ARRAY","UPSTREAM ARRAY","9/14/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9B84","CFM09197.PRD","LMR - Lower Methow River at Pateros","4/19/2010 2:10:12 PM","4/19/2010 2:10:12 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9CB7","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/10/2009 11:27:52 AM","9/10/2009 11:27:52 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/20/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9CDB","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/19/2009 8:13:57 AM","9/19/2009 8:13:57 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/8/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9D28","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/9/2009 7:20:27 PM","9/13/2009 6:28:52 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","7/28/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9E03","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/20/2009 11:13:18 AM","9/20/2009 11:13:18 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/8/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9E29","CFM09197.PRD","LMR - Lower Methow River at Pateros","11/18/2009 2:42:36 AM","1/31/2010 8:17:07 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9E2A","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/18/2009 5:12:25 PM","10/18/2009 5:12:25 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9E3B","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/19/2009 7:08:45 AM","10/19/2009 7:08:45 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/25/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9E72","CFM09197.PRD","LMR - Lower Methow River at Pateros","3/28/2010 10:54:39 PM","3/28/2010 10:54:39 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9EBC","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/9/2009 8:44:33 PM","9/9/2009 8:44:33 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/13/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9F11","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/18/2009 7:01:02 AM","10/18/2009 7:01:02 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/24/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9F47","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/10/2009 3:52:02 PM","9/15/2009 5:26:47 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1F9F84","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/18/2009 6:35:44 PM","3/14/2010 4:26:43 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/4/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA034","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/21/2009 6:10:28 PM","3/3/2010 11:18:16 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/10/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA0D2","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/10/2009 6:48:45 AM","9/10/2009 6:48:45 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/13/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA23F","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/24/2009 9:08:21 PM","3/10/2010 11:03:58 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/24/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA246","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/16/2009 11:10:51 AM","10/16/2009 11:10:51 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/29/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA246","CFM09197.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","3/30/2010 2:30:29 AM","4/20/2010 3:44:48 PM","LOWER IN-STREAM ARRAY","LOWER IN-STREAM ARRAY","9/29/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA36E","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/27/2009 2:34:02 PM","9/27/2009 2:34:02 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/14/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA48A","CFM09197.PRD","LMR - Lower Methow River at Pateros","2/17/2010 9:32:32 PM","2/17/2010 9:32:32 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/10/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA48A","CFM09197.PRD","TWR - Lwr Twisp Rvr near MSRF Ponds","3/29/2010 10:32:12 PM","3/29/2010 10:32:32 PM","LOWER IN-STREAM ARRAY","UPPER IN-STREAM ARRAY","9/10/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA4B1","CFM09197.PRD","LMR - Lower Methow River at Pateros","12/11/2009 12:53:31 PM","12/11/2009 12:53:31 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","10/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA4B1","CFM09197.PRD","MRT - Methow River at Twisp","4/18/2010 4:04:12 PM","4/18/2010 4:04:12 PM","UPSTREAM ARRAY","UPSTREAM ARRAY","10/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA5B9","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/23/2009 12:01:11 PM","9/23/2009 12:01:11 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA726","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/16/2009 9:03:23 AM","9/16/2009 9:03:23 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA72D","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/10/2009 11:32:24 AM","10/18/2009 1:53:53 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FA7C6","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/11/2009 6:08:10 AM","9/11/2009 6:08:10 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D1FCC6F","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/15/2009 5:30:06 AM","9/15/2009 5:30:06 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/27/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D25697E","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/18/2009 1:47:33 AM","10/18/2009 1:47:33 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/22/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D2879AD","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/23/2009 6:35:23 AM","9/23/2009 8:18:36 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D2879C5","CFM09197.PRD","LMR - Lower Methow River at Pateros","4/15/2010 11:54:07 PM","4/15/2010 11:54:07 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/4/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D2879D4","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/2/2009 6:10:27 PM","10/2/2009 6:10:27 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/22/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D287A4C","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/9/2009 7:35:06 PM","9/9/2009 7:35:06 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D287AD5","CFM09197.PRD","LMR - Lower Methow River at Pateros","2/16/2010 9:20:36 PM","2/16/2010 9:20:36 PM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/20/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D287AFE","CFM09197.PRD","LMR - Lower Methow River at Pateros","10/16/2009 9:50:34 AM","10/16/2009 9:50:34 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/24/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D287BA9","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/25/2009 12:31:26 AM","9/25/2009 6:33:03 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","9/3/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D287C23","CFM09197.PRD","LMR - Lower Methow River at Pateros","9/13/2009 3:30:56 AM","9/13/2009 3:30:56 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","8/18/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
"3D9.1C2D287C73","CFM09197.PRD","LMR - Lower Methow River at Pateros","3/16/2010 12:02:16 AM","3/16/2010 12:02:16 AM","IN-STREAM ARRAY","IN-STREAM ARRAY","10/1/2009","3","Steelhead","2","Summer","U","Unknown","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","1"
